None	(1, 1)	0.1	1000	0.9938473465676402
None	(1, 1)	0.1	2000	0.9592291087772418
None	(1, 1)	0.1	3000	0.9469596554786153
None	(1, 1)	1.0	1000	0.9938000267448276
None	(1, 1)	1.0	2000	0.9590329660672187
None	(1, 1)	1.0	3000	0.9467372039602322
None	(1, 1)	10.0	1000	0.9930921473389541
None	(1, 1)	10.0	2000	0.9571966842406191
None	(1, 1)	10.0	3000	0.9447426478352087
None	(1, 1)	100.0	1000	0.9884298636729555
None	(1, 1)	100.0	2000	0.9471496353438008
None	(1, 1)	100.0	3000	0.934628769383976
None	(1, 1)	1000.0	1000	0.9947332247618684
None	(1, 1)	1000.0	2000	0.9653939424529675
None	(1, 1)	1000.0	3000	0.9584207044461259
None	(1, 2)	0.1	1000	1.0052455713338035
None	(1, 2)	0.1	2000	0.960138850412228
None	(1, 2)	0.1	3000	0.9377418176817026
None	(1, 2)	1.0	1000	1.0051812568989302
None	(1, 2)	1.0	2000	0.9599516306687073
None	(1, 2)	1.0	3000	0.937495564829824
None	(1, 2)	10.0	1000	1.0044805790823554
None	(1, 2)	10.0	2000	0.958400659676431
None	(1, 2)	10.0	3000	0.9352077088994053
None	(1, 2)	100.0	1000	0.999716277459753
None	(1, 2)	100.0	2000	0.9489357219998492
None	(1, 2)	100.0	3000	0.9219689673856968
None	(1, 2)	1000.0	1000	1.0014225829896866
None	(1, 2)	1000.0	2000	0.9580291625306534
None	(1, 2)	1000.0	3000	0.9378311255931996
None	(1, 3)	0.1	1000	1.0062012924131774
None	(1, 3)	0.1	2000	0.9641053110441985
None	(1, 3)	0.1	3000	0.9446943904607938
None	(1, 3)	1.0	1000	1.0061261046541672
None	(1, 3)	1.0	2000	0.9639672972875963
None	(1, 3)	1.0	3000	0.9444888298271109
None	(1, 3)	10.0	1000	1.005428238007053
None	(1, 3)	10.0	2000	0.9625554245968946
None	(1, 3)	10.0	3000	0.9422885626611053
None	(1, 3)	100.0	1000	1.0005764752838169
None	(1, 3)	100.0	2000	0.9536087289388013
None	(1, 3)	100.0	3000	0.9290606482430187
None	(1, 3)	1000.0	1000	1.0018523740424434
None	(1, 3)	1000.0	2000	0.9613879951878966
None	(1, 3)	1000.0	3000	0.9410704893316937
english	(1, 1)	0.1	1000	1.0078643489750754
english	(1, 1)	0.1	2000	0.9965515147479209
english	(1, 1)	0.1	3000	1.0072641046877562
english	(1, 1)	1.0	1000	1.0077315419743762
english	(1, 1)	1.0	2000	0.9959102539068436
english	(1, 1)	1.0	3000	1.005675190420011
english	(1, 1)	10.0	1000	1.0064066933047644
english	(1, 1)	10.0	2000	0.9904698243231288
english	(1, 1)	10.0	3000	0.9931851434166663
english	(1, 1)	100.0	1000	0.9987210140530889
english	(1, 1)	100.0	2000	0.9665362757279022
english	(1, 1)	100.0	3000	0.9535422487143593
english	(1, 1)	1000.0	1000	1.01875341762712
english	(1, 1)	1000.0	2000	0.9945044663584861
english	(1, 1)	1000.0	3000	0.9872660716597706
english	(1, 2)	0.1	1000	1.0098874676391074
english	(1, 2)	0.1	2000	0.9874925981213094
english	(1, 2)	0.1	3000	0.9946876641659702
english	(1, 2)	1.0	1000	1.0097461387069562
english	(1, 2)	1.0	2000	0.9869037352028073
english	(1, 2)	1.0	3000	0.9933716686691294
english	(1, 2)	10.0	1000	1.0085258539396138
english	(1, 2)	10.0	2000	0.9817466015295152
english	(1, 2)	10.0	3000	0.9818207433301883
english	(1, 2)	100.0	1000	1.0014534623686842
english	(1, 2)	100.0	2000	0.9597980721349689
english	(1, 2)	100.0	3000	0.9431287066173409
english	(1, 2)	1000.0	1000	1.0207523902430717
english	(1, 2)	1000.0	2000	0.9907409643632136
english	(1, 2)	1000.0	3000	0.9802667377160897
english	(1, 3)	0.1	1000	1.0099783852312316
english	(1, 3)	0.1	2000	0.9875677994606923
english	(1, 3)	0.1	3000	0.9944510159118761
english	(1, 3)	1.0	1000	1.009856820530772
english	(1, 3)	1.0	2000	0.9870196206709957
english	(1, 3)	1.0	3000	0.9931095533516614
english	(1, 3)	10.0	1000	1.008616699865112
english	(1, 3)	10.0	2000	0.981828021932111
english	(1, 3)	10.0	3000	0.9816852079621572
english	(1, 3)	100.0	1000	1.0015045973023746
english	(1, 3)	100.0	2000	0.959877143409867
english	(1, 3)	100.0	3000	0.9433735856783566
english	(1, 3)	1000.0	1000	1.020738133326531
english	(1, 3)	1000.0	2000	0.9907587871934994
english	(1, 3)	1000.0	3000	0.980351507019611
